pm2_5,pm10,no2,so2,co,o3,temperature_c,air_quality
86,335,90,71,8.24,114,35.9,Unhealthy
53,221,95,53,5.54,88,28.6,Unhealthy for Sensitive
35,223,91,66,4.7,62,21.9,Unhealthy for Sensitive
40,307,139,79,5.99,129,37.4,Unhealthy
8,67,29,2,0.62,27,23.7,Moderate
300,387,125,88,8.98,135,35.4,Very Unhealthy
35,201,63,37,5.44,74,26.2,Unhealthy for Sensitive
126,279,108,62,6.5,122,36.6,Unhealthy
30,132,47,37,5.34,44,21.5,Moderate
43,180,56,82,5.24,76,22.5,Unhealthy for Sensitive
232,347,127,81,9.7,136,35.1,Very Unhealthy
107,352,111,62,8.24,144,34.1,Unhealthy
49,226,80,54,3.72,109,31.3,Unhealthy for Sensitive
290,450,128,95,9.01,129,32.2,Very Unhealthy
269,437,120,94,9.19,150,31.1,Very Unhealthy
26,43,52,29,2.63,46,21.6,Moderate
267,423,147,87,8.26,124,37.4,Very Unhealthy
50,188,77,55,4.8,89,20.0,Unhealthy for Sensitive
48,190,82,43,4.84,116,29.4,Unhealthy for Sensitive
284,401,126,86,9.13,134,33.2,Very Unhealthy
101,412,150,86,8.93,140,32.3,Unhealthy for Sensitive
48,169,96,23,6.78,75,29.8,Unhealthy for Sensitive
60,236,127,77,7.56,114,33.8,Unhealthy
44,263,64,46,4.28,88,22.8,Good
144,268,149,92,8.09,121,32.1,Unhealthy
11,91,70,30,3.62,49,25.3,Moderate
7,29,34,6,1.95,40,19.4,Good
184,323,126,76,7.58,123,31.3,Unhealthy
21,113,39,29,4.06,81,32.4,Moderate
132,396,143,96,8.69,131,37.3,Very Unhealthy
49,133,78,61,5.16,72,25.4,Unhealthy for Sensitive
164,306,121,79,6.69,109,33.9,Unhealthy
24,148,47,36,1.96,96,21.8,Moderate
62,296,102,80,6.51,117,22.7,Unhealthy
70,250,118,80,8.19,114,30.2,Unhealthy
213,394,141,100,8.24,147,34.3,Very Unhealthy
49,236,97,57,6.79,78,29.2,Unhealthy for Sensitive
158,278,116,73,7.49,97,36.7,Unhealthy
45,134,100,48,6.16,91,25.8,Unhealthy for Sensitive
46,390,103,84,8.06,89,30.0,Unhealthy
21,55,44,23,2.38,50,26.0,Moderate
50,197,89,56,4.15,104,25.1,Unhealthy for Sensitive
249,374,134,90,9.37,137,31.0,Very Unhealthy
48,182,63,68,4.87,94,32.4,Unhealthy for Sensitive
250,413,150,88,9.75,138,37.6,Very Unhealthy
38,148,49,24,3.25,61,23.2,Very Unhealthy
102,244,118,86,7.68,115,37.2,Unhealthy
43,187,89,45,5.31,81,35.2,Unhealthy for Sensitive
53,146,56,42,5.73,88,26.6,Unhealthy for Sensitive
59,196,97,43,7.28,93,29.4,Unhealthy for Sensitive
92,348,90,73,8.03,113,37.6,Unhealthy
130,277,109,79,9.58,116,33.5,Unhealthy
165,269,133,83,9.01,139,31.8,Unhealthy
64,170,56,38,6.44,73,23.1,Unhealthy for Sensitive
50,182,73,43,3.31,71,30.1,Unhealthy for Sensitive
222,377,124,94,9.71,134,28.9,Very Unhealthy
143,306,106,74,5.6,135,30.9,Unhealthy
46,211,82,27,7.77,75,23.7,Unhealthy for Sensitive
134,257,118,68,8.04,109,30.5,Unhealthy
61,341,106,75,8.0,132,30.3,Unhealthy
148,276,122,100,6.97,114,35.0,Unhealthy
39,244,98,50,4.81,109,29.0,Unhealthy for Sensitive
132,360,133,84,6.61,144,27.1,Unhealthy
52,268,87,55,4.02,71,23.4,Unhealthy for Sensitive
103,246,105,84,7.4,128,24.8,Unhealthy
235,418,145,97,10.0,143,29.9,Moderate
64,281,116,59,7.07,125,34.0,Unhealthy
46,369,92,71,9.33,137,34.6,Unhealthy
300,415,126,80,8.79,132,41.9,Very Unhealthy
45,86,35,33,2.56,75,29.2,Moderate
49,170,115,29,5.89,98,31.4,Unhealthy for Sensitive
34,115,68,54,6.48,117,32.9,Unhealthy for Sensitive
41,175,65,41,4.73,100,30.9,Unhealthy for Sensitive
23,60,63,12,2.57,74,22.6,Moderate
300,381,113,98,8.43,139,37.9,Very Unhealthy
41,249,112,51,5.65,70,24.1,Unhealthy for Sensitive
37,160,90,37,4.96,99,35.3,Unhealthy for Sensitive
40,151,61,54,4.02,92,30.8,Unhealthy for Sensitive
25,65,34,29,4.2,72,29.1,Moderate
50,215,66,24,2.22,108,44.0,Unhealthy for Sensitive
21,158,53,27,3.84,53,27.2,Moderate
51,227,69,49,6.9,70,25.1,Unhealthy for Sensitive
134,266,130,70,6.29,131,29.6,Unhealthy
40,165,70,52,6.7,81,27.3,Unhealthy
74,245,106,69,7.12,129,40.3,Unhealthy
34,70,74,40,2.49,103,27.9,Moderate
41,86,78,17,3.87,39,25.2,Moderate
212,394,146,90,9.95,150,36.4,Very Unhealthy
26,132,40,35,3.9,30,18.4,Moderate
118,301,89,85,8.39,78,25.4,Unhealthy
38,93,34,27,3.48,70,22.3,Moderate
73,297,128,74,7.56,101,31.8,Unhealthy
191,384,141,94,8.47,150,45.0,Very Unhealthy
10,44,37,2,0.37,15,17.0,Good
81,357,125,82,8.52,131,32.0,Unhealthy
20,88,57,16,3.31,40,23.3,Moderate
56,231,78,51,5.37,96,29.9,Unhealthy for Sensitive
109,401,150,87,9.47,143,39.9,Very Unhealthy
34,157,77,23,5.11,108,32.7,Unhealthy for Sensitive
132,331,92,62,5.22,126,34.4,Unhealthy for Sensitive
23,81,53,36,3.29,58,22.1,Moderate
35,332,150,64,6.68,115,34.4,Unhealthy
36,195,100,58,6.39,75,21.0,Unhealthy for Sensitive
29,147,71,58,6.89,90,25.1,Unhealthy for Sensitive
29,45,65,23,4.22,45,25.1,Moderate
44,242,79,69,6.47,95,27.7,Unhealthy for Sensitive
43,303,114,86,6.39,124,34.5,Unhealthy
52,176,59,56,5.38,72,27.8,Unhealthy for Sensitive
234,342,133,98,8.72,139,38.0,Very Unhealthy
42,237,81,49,3.49,103,28.1,Unhealthy for Sensitive
17,85,52,37,3.74,57,30.9,Moderate
42,174,107,50,5.21,96,33.1,Unhealthy for Sensitive
47,236,59,43,5.06,57,20.8,Unhealthy for Sensitive
38,154,41,24,3.15,74,28.5,Moderate
27,243,127,100,9.08,126,30.3,Unhealthy
54,205,92,53,6.25,105,32.6,Unhealthy for Sensitive
124,320,101,68,9.34,133,29.4,Unhealthy
225,437,132,89,9.72,144,32.3,Very Unhealthy
11,83,51,16,2.36,34,21.9,Moderate
141,308,102,66,5.96,129,31.7,Unhealthy
140,450,140,100,9.37,141,37.0,Unhealthy
261,412,135,86,8.9,143,32.0,Very Unhealthy
49,337,113,72,7.76,109,32.2,Unhealthy
191,271,108,75,7.16,118,31.0,Unhealthy
15,50,58,31,3.78,94,29.4,Moderate
127,349,109,86,8.28,144,32.7,Unhealthy
76,319,106,65,7.45,102,31.9,Unhealthy for Sensitive
25,107,40,29,3.74,61,24.5,Moderate
65,361,113,93,6.32,133,38.4,Unhealthy
49,156,98,52,5.48,59,23.1,Unhealthy for Sensitive
179,384,137,94,9.81,132,38.2,Very Unhealthy
86,280,128,66,7.43,126,36.1,Unhealthy
224,401,135,91,8.79,127,28.5,Very Unhealthy
26,132,60,33,2.32,43,17.2,Moderate
33,32,40,18,3.75,51,16.4,Moderate
134,266,93,79,7.23,144,40.2,Unhealthy
64,317,80,69,7.59,150,34.1,Unhealthy
50,275,63,56,5.4,67,30.4,Unhealthy for Sensitive
54,201,105,39,4.77,89,28.5,Unhealthy for Sensitive
40,249,67,42,6.31,110,38.2,Unhealthy for Sensitive
49,190,56,67,5.58,111,33.9,Unhealthy for Sensitive
300,441,141,94,9.64,139,39.9,Very Unhealthy
153,276,114,52,6.36,107,35.1,Unhealthy
30,81,87,17,3.1,44,27.9,Unhealthy
122,251,123,74,7.33,111,33.8,Unhealthy for Sensitive
44,222,88,52,6.91,102,28.7,Unhealthy for Sensitive
109,336,108,100,8.16,132,31.1,Unhealthy
14,113,45,21,4.47,66,28.5,Moderate
21,117,27,40,2.37,46,26.6,Moderate
123,344,106,75,8.04,114,30.8,Unhealthy
125,398,136,97,8.12,147,27.3,Very Unhealthy
18,69,35,13,3.1,60,17.5,Moderate
83,262,116,89,7.26,123,29.0,Unhealthy
118,313,132,95,7.81,133,34.6,Unhealthy
262,412,137,85,8.73,150,40.4,Very Unhealthy
40,173,102,56,4.8,89,30.3,Unhealthy for Sensitive
18,121,49,15,2.68,54,27.0,Moderate
50,263,82,41,5.31,103,29.7,Unhealthy for Sensitive
119,450,129,89,9.3,143,36.0,Very Unhealthy
236,383,119,99,9.06,126,28.7,Very Unhealthy
19,165,59,21,4.51,72,29.9,Moderate
15,38,24,2,2.45,42,24.8,Good
243,326,141,92,9.6,136,43.7,Very Unhealthy
67,308,131,49,6.95,103,36.7,Unhealthy
297,432,150,87,8.44,134,29.8,Very Unhealthy
44,262,110,57,4.93,73,32.6,Very Unhealthy
8,102,50,31,5.27,40,27.2,Moderate
47,162,99,48,4.74,94,31.8,Unhealthy for Sensitive
36,102,57,39,4.6,57,25.7,Moderate
21,70,44,31,4.88,59,29.7,Moderate
23,127,43,9,3.14,41,19.4,Moderate
162,409,142,94,9.99,132,37.2,Very Unhealthy
18,83,60,27,4.71,66,25.7,Moderate
149,280,101,81,7.3,148,39.2,Unhealthy
88,289,113,95,7.96,123,28.1,Unhealthy
7,57,10,20,2.81,23,20.0,Good
95,339,95,82,6.86,128,38.8,Unhealthy
54,225,113,56,5.98,74,29.2,Unhealthy for Sensitive
233,428,148,95,10.0,150,30.3,Very Unhealthy
35,228,84,26,4.37,95,30.9,Unhealthy for Sensitive
23,91,44,43,3.37,63,27.7,Moderate
39,149,27,22,2.33,45,23.6,Moderate
88,319,112,91,8.78,142,45.0,Unhealthy
50,250,95,44,5.15,74,33.5,Unhealthy for Sensitive
25,313,110,83,9.07,95,30.8,Unhealthy
115,377,134,95,9.63,136,30.0,Very Unhealthy
300,320,122,98,9.76,126,36.2,Very Unhealthy
46,190,87,62,5.28,110,28.4,Unhealthy for Sensitive
47,191,99,62,3.48,82,30.0,Unhealthy for Sensitive
249,377,150,83,8.93,125,27.5,Very Unhealthy
21,120,80,22,3.29,58,29.0,Moderate
300,354,129,91,8.87,136,39.2,Very Unhealthy
80,287,125,71,8.77,137,42.6,Unhealthy
14,71,43,33,3.75,72,26.5,Moderate
38,242,66,65,4.49,101,25.0,Unhealthy for Sensitive
21,92,36,17,1.58,67,25.0,Moderate
293,433,134,97,8.0,130,25.7,Very Unhealthy
24,135,43,20,5.64,71,26.1,Moderate
41,166,66,70,4.87,59,21.3,Unhealthy for Sensitive
96,253,123,61,8.09,86,23.2,Unhealthy
41,164,80,74,3.67,111,31.1,Unhealthy for Sensitive
29,179,87,51,7.67,109,23.8,Unhealthy for Sensitive
138,353,114,57,8.5,106,31.3,Unhealthy
35,179,54,75,5.64,97,30.6,Unhealthy for Sensitive
180,450,126,87,8.85,134,31.1,Very Unhealthy
103,301,112,61,6.07,119,24.5,Unhealthy
278,389,136,86,8.98,150,38.4,Very Unhealthy
41,171,71,56,7.46,86,27.0,Good
36,127,41,25,3.34,74,30.3,Moderate
46,244,98,60,6.39,94,30.9,Unhealthy for Sensitive
138,304,101,79,6.17,130,38.3,Unhealthy
215,411,137,99,9.29,137,31.5,Very Unhealthy
7,10,18,19,2.89,58,29.5,Good
181,343,88,62,6.79,104,30.1,Unhealthy
18,99,44,42,3.47,63,24.7,Unhealthy for Sensitive
28,128,83,24,3.1,70,30.0,Moderate
39,285,72,33,4.68,86,30.8,Unhealthy for Sensitive
14,310,97,66,7.46,129,32.2,Unhealthy
44,181,58,73,6.43,91,29.5,Moderate
68,294,111,83,8.62,109,41.8,Unhealthy
6,54,85,22,2.83,95,23.2,Moderate
129,365,95,57,8.78,138,31.8,Unhealthy
233,418,138,88,8.42,135,34.0,Very Unhealthy
25,129,62,5,2.54,65,20.6,Moderate
40,178,83,50,4.7,99,28.7,Unhealthy for Sensitive
41,168,63,35,8.09,86,30.8,Unhealthy for Sensitive
125,340,103,88,7.37,117,28.5,Unhealthy
14,86,63,39,1.87,62,18.7,Moderate
52,189,117,29,4.98,83,23.3,Unhealthy for Sensitive
50,217,69,40,5.62,94,28.9,Unhealthy for Sensitive
12,131,65,30,4.22,82,31.7,Moderate
296,330,147,86,9.03,134,27.6,Very Unhealthy
182,450,140,97,8.67,141,38.8,Very Unhealthy
48,186,91,36,4.41,93,30.8,Unhealthy for Sensitive
274,388,127,81,9.14,150,33.6,Very Unhealthy
114,377,112,68,8.0,119,33.0,Unhealthy
20,95,46,25,1.79,62,21.0,Moderate
7,37,8,8,1.64,26,20.9,Good
58,312,113,65,6.88,150,41.2,Unhealthy
44,218,97,56,5.18,69,17.5,Unhealthy for Sensitive
48,178,68,34,4.04,117,30.4,Unhealthy for Sensitive
23,46,35,25,2.78,71,22.0,Moderate
91,298,111,87,8.4,150,29.2,Unhealthy
60,145,65,63,7.95,103,29.8,Unhealthy for Sensitive
35,77,45,26,0.49,60,21.8,Moderate
123,292,117,75,8.15,121,35.4,Unhealthy
71,358,119,80,7.93,129,35.3,Unhealthy
62,293,122,78,9.32,93,29.9,Unhealthy for Sensitive
5,39,15,16,0.2,21,26.9,Good
18,137,31,33,3.3,67,29.1,Moderate
57,173,59,56,4.99,93,31.1,Unhealthy for Sensitive
22,98,55,28,2.87,31,22.6,Moderate
35,265,65,74,7.59,118,31.3,Unhealthy for Sensitive
55,239,69,64,4.74,75,28.0,Unhealthy for Sensitive
109,268,125,64,7.97,90,29.6,Unhealthy
96,338,107,73,9.44,132,33.0,Unhealthy
190,398,148,80,10.0,124,32.0,Very Unhealthy
43,256,72,37,4.37,82,26.5,Unhealthy for Sensitive
23,56,62,17,5.19,33,25.3,Moderate
300,399,150,97,9.24,140,33.9,Very Unhealthy
109,329,115,74,7.63,138,37.6,Unhealthy
12,92,51,17,1.33,45,15.8,Moderate
297,434,150,90,9.04,144,32.9,Very Unhealthy
43,124,104,51,6.26,126,25.4,Unhealthy for Sensitive
75,254,111,73,6.89,134,34.8,Unhealthy
56,256,111,59,8.33,94,23.0,Unhealthy
221,382,117,98,9.43,135,35.6,Very Unhealthy
300,362,140,96,9.45,148,30.4,Very Unhealthy
96,296,118,86,6.91,116,26.7,Unhealthy
53,235,98,86,6.25,96,30.2,Unhealthy
15,114,52,25,4.25,40,21.0,Moderate
36,125,53,27,2.82,45,20.3,Moderate
28,59,71,22,4.66,38,19.7,Very Unhealthy
28,180,83,44,7.12,115,34.1,Unhealthy for Sensitive
185,357,105,65,7.12,146,39.0,Unhealthy
26,72,42,25,1.6,75,25.7,Moderate
9,43,9,15,0.22,31,19.1,Good
125,372,94,86,7.31,117,36.0,Unhealthy
29,221,76,29,4.77,77,23.2,Unhealthy for Sensitive
5,96,48,32,2.3,49,22.8,Moderate
53,193,75,33,4.06,77,19.5,Unhealthy for Sensitive
45,244,92,62,6.83,72,29.3,Unhealthy for Sensitive
19,149,79,32,2.25,36,24.9,Moderate
37,171,98,39,6.38,121,32.3,Good
21,73,55,30,3.8,70,28.3,Moderate
56,186,90,53,6.39,100,29.5,Unhealthy for Sensitive
19,47,47,24,2.3,42,17.6,Moderate
300,379,125,94,9.37,143,36.4,Very Unhealthy
96,309,109,77,6.92,124,22.8,Unhealthy
105,300,109,60,7.62,146,30.9,Good
50,195,81,60,6.48,96,32.6,Unhealthy for Sensitive
164,337,119,55,6.98,150,27.4,Unhealthy
17,138,28,20,3.66,46,20.6,Moderate
278,388,133,91,9.68,136,33.5,Very Unhealthy
43,271,76,29,6.11,76,24.1,Unhealthy for Sensitive
74,324,124,90,7.66,144,36.7,Unhealthy
61,254,75,41,7.29,54,23.9,Unhealthy for Sensitive
44,278,98,62,3.84,63,27.9,Unhealthy for Sensitive
83,381,122,84,7.52,89,28.5,Unhealthy
31,309,107,60,5.87,98,34.6,Moderate
59,285,112,93,8.96,116,36.8,Unhealthy
45,194,84,39,5.9,103,31.0,Unhealthy for Sensitive
153,253,123,65,7.99,128,38.4,Unhealthy
25,46,30,25,2.05,43,21.8,Moderate
37,270,77,46,5.4,74,22.2,Unhealthy for Sensitive
46,195,85,43,5.71,93,20.8,Unhealthy for Sensitive
49,240,79,55,3.74,97,31.0,Unhealthy for Sensitive
175,450,124,95,8.16,129,34.5,Very Unhealthy
89,299,95,93,10.0,123,28.8,Unhealthy
47,193,70,29,7.92,93,26.1,Unhealthy for Sensitive
48,191,81,52,3.33,93,31.0,Unhealthy for Sensitive
205,437,145,92,8.59,139,33.0,Very Unhealthy
114,282,106,90,7.6,130,36.3,Unhealthy
225,407,135,100,8.31,134,38.1,Very Unhealthy
17,75,38,13,3.14,70,26.2,Moderate
300,421,134,92,9.06,150,35.9,Very Unhealthy
231,393,129,93,8.83,141,35.6,Very Unhealthy
23,170,74,27,5.25,54,25.9,Moderate
71,346,122,82,6.15,133,28.4,Unhealthy
75,362,107,52,7.93,112,32.6,Unhealthy
19,145,45,19,4.74,55,22.0,Moderate
45,207,81,31,7.65,89,26.6,Unhealthy for Sensitive
8,79,5,16,2.45,21,18.3,Good
79,276,124,94,8.34,111,29.5,Unhealthy
44,140,85,57,4.22,70,19.9,Unhealthy for Sensitive
47,255,71,46,6.89,105,29.6,Unhealthy for Sensitive
269,394,124,100,9.49,144,41.4,Very Unhealthy
24,22,29,45,2.8,74,25.6,Moderate
200,440,130,96,8.16,144,33.2,Very Unhealthy
20,175,63,33,4.4,42,21.3,Moderate
228,450,129,94,9.13,145,28.0,Very Unhealthy
52,188,86,62,5.98,87,29.7,Unhealthy for Sensitive
33,241,20,24,4.15,35,22.5,Moderate
108,280,113,60,7.51,134,33.6,Unhealthy
300,416,122,92,8.61,150,29.9,Very Unhealthy
38,150,86,76,3.91,96,35.4,Unhealthy for Sensitive
108,340,129,84,6.49,113,40.1,Unhealthy
35,195,86,34,5.67,96,30.8,Unhealthy for Sensitive
221,433,113,90,9.22,132,32.7,Very Unhealthy
174,391,135,88,8.46,144,34.6,Very Unhealthy
15,116,48,19,3.22,48,26.9,Moderate
102,237,125,73,8.05,74,26.8,Unhealthy
42,37,41,13,3.54,52,20.3,Moderate
98,400,94,80,6.78,106,31.5,Unhealthy
117,408,148,83,9.41,133,28.5,Very Unhealthy
22,119,47,16,2.93,66,25.1,Moderate
236,401,150,100,9.1,142,42.9,Unhealthy for Sensitive
52,157,86,18,5.05,84,25.5,Unhealthy for Sensitive
95,315,100,68,7.26,100,34.2,Unhealthy
18,58,80,15,2.07,80,29.3,Moderate
41,192,99,59,6.62,96,21.8,Unhealthy for Sensitive
135,352,93,67,7.56,113,37.0,Unhealthy
7,31,8,5,0.2,22,16.5,Good
8,37,27,14,1.22,14,25.1,Moderate
34,90,35,23,4.57,40,23.5,Moderate
42,205,46,38,4.73,70,27.7,Unhealthy for Sensitive
10,16,33,10,2.74,10,21.2,Good
115,233,99,85,9.44,106,33.3,Unhealthy
8,30,42,4,0.31,10,19.2,Good
179,278,111,81,7.83,125,33.5,Unhealthy
198,439,146,86,9.9,137,32.9,Very Unhealthy
46,185,101,46,7.86,108,27.6,Unhealthy for Sensitive
35,185,58,67,5.04,62,35.3,Unhealthy for Sensitive
21,69,80,36,3.44,53,25.1,Moderate
211,435,150,100,9.73,137,38.7,Very Unhealthy
42,206,78,45,6.85,86,22.5,Unhealthy for Sensitive
11,27,17,6,0.55,52,21.3,Good
42,139,63,60,4.66,71,25.9,Unhealthy for Sensitive
99,260,123,84,7.85,135,37.9,Unhealthy
41,140,64,32,1.56,58,26.0,Moderate
8,34,34,15,0.4,33,23.0,Good
27,83,57,26,2.04,39,20.9,Moderate
16,76,29,43,3.88,91,32.6,Moderate
36,187,97,55,4.24,74,21.8,Very Unhealthy
51,262,69,60,5.43,71,22.6,Unhealthy for Sensitive
37,217,59,54,9.5,103,22.3,Unhealthy for Sensitive
46,276,76,39,5.59,96,20.0,Unhealthy for Sensitive
27,69,56,30,1.47,48,26.9,Moderate
18,93,55,32,4.03,67,24.2,Moderate
18,148,41,36,3.43,43,20.7,Moderate
205,374,150,97,8.93,129,31.1,Very Unhealthy
42,174,61,54,3.92,69,22.1,Unhealthy for Sensitive
20,99,30,20,2.44,54,26.0,Moderate
9,25,42,50,3.04,44,19.8,Moderate
9,52,31,9,2.38,33,24.2,Good
7,45,14,10,2.66,29,19.5,Good
32,222,107,56,5.62,94,29.4,Unhealthy for Sensitive
36,250,83,46,3.9,75,26.9,Unhealthy for Sensitive
59,180,46,64,4.81,83,30.0,Unhealthy for Sensitive
37,265,123,76,6.45,138,38.1,Unhealthy
39,95,56,6,2.67,85,32.4,Moderate
12,31,37,14,2.23,20,15.3,Unhealthy
41,195,71,58,4.03,80,32.3,Unhealthy for Sensitive
56,289,72,60,6.43,88,28.7,Unhealthy for Sensitive
51,250,90,83,4.81,121,35.7,Unhealthy for Sensitive
57,193,91,42,1.92,63,28.8,Unhealthy for Sensitive
126,450,150,95,8.92,129,36.0,Very Unhealthy
29,143,41,35,4.2,65,27.3,Moderate
41,219,95,68,5.02,66,30.0,Unhealthy for Sensitive
113,360,93,85,8.29,118,33.8,Unhealthy
53,193,109,51,6.04,100,27.4,Unhealthy for Sensitive
36,257,90,53,6.31,67,24.9,Unhealthy for Sensitive
258,448,144,91,9.93,144,28.4,Very Unhealthy
32,55,19,25,2.86,54,23.4,Unhealthy for Sensitive
28,241,61,32,6.52,97,30.1,Unhealthy for Sensitive
34,20,65,26,4.03,60,25.8,Moderate
56,185,75,61,4.93,93,20.5,Unhealthy for Sensitive
74,309,125,79,8.79,127,27.3,Unhealthy for Sensitive
47,190,87,64,6.62,89,26.2,Unhealthy for Sensitive
43,172,63,44,6.75,104,25.6,Unhealthy for Sensitive
130,304,116,61,7.99,130,28.5,Unhealthy
173,311,117,81,6.98,129,30.9,Unhealthy
13,125,80,21,1.95,53,21.4,Moderate
104,332,120,87,7.85,118,26.7,Unhealthy
62,174,85,69,5.07,110,29.1,Unhealthy for Sensitive
165,431,146,95,9.79,147,32.4,Very Unhealthy
62,198,70,68,3.84,109,29.5,Unhealthy for Sensitive
126,253,121,67,8.87,131,31.5,Unhealthy
34,71,43,32,1.32,74,19.9,Unhealthy
16,103,52,21,2.06,85,24.8,Moderate
26,74,24,19,2.88,60,21.7,Moderate
64,229,62,35,8.06,67,17.8,Unhealthy for Sensitive
239,445,133,91,9.27,139,37.8,Very Unhealthy
23,111,41,10,3.31,61,24.6,Moderate
95,367,103,97,8.73,99,33.2,Unhealthy
136,372,137,77,9.3,142,32.0,Very Unhealthy
144,385,137,85,8.16,143,38.1,Moderate
41,376,136,74,6.19,97,24.8,Unhealthy
29,80,51,24,2.6,49,23.9,Moderate
36,212,109,56,6.63,108,34.0,Unhealthy for Sensitive
52,214,82,47,6.88,59,21.7,Unhealthy for Sensitive
73,323,126,77,7.48,116,29.3,Unhealthy
36,311,93,51,4.42,98,30.2,Unhealthy for Sensitive
160,294,114,66,6.62,107,26.3,Unhealthy
8,36,42,9,0.9,37,18.6,Good
193,369,148,92,8.59,132,27.0,Very Unhealthy
146,268,99,86,6.53,136,35.3,Unhealthy
50,153,77,34,5.94,95,20.9,Unhealthy for Sensitive
37,246,79,45,5.15,101,30.8,Unhealthy for Sensitive
116,301,96,68,6.65,120,31.5,Unhealthy
49,263,94,85,7.23,114,37.7,Unhealthy
24,103,59,4,2.84,64,22.9,Moderate
65,242,136,87,8.42,107,33.4,Unhealthy
20,124,31,10,3.13,51,24.0,Moderate
37,69,65,41,2.07,59,26.8,Moderate
12,53,76,34,3.53,52,19.6,Moderate
32,47,68,35,3.83,46,17.6,Unhealthy
19,79,60,8,3.72,72,20.8,Moderate
183,432,143,93,9.01,138,35.4,Very Unhealthy
39,240,76,70,3.67,103,36.1,Unhealthy for Sensitive
25,55,38,40,1.21,51,27.6,Moderate
37,131,51,40,4.19,78,38.5,Moderate
198,417,132,88,8.87,150,32.8,Very Unhealthy
56,232,56,65,5.36,103,37.0,Unhealthy for Sensitive
38,275,58,69,3.75,85,20.0,Unhealthy for Sensitive
9,99,17,31,3.16,73,28.1,Moderate
37,241,88,44,6.65,62,25.9,Unhealthy for Sensitive
35,196,96,64,6.74,91,29.0,Unhealthy for Sensitive
26,148,41,33,2.21,54,25.5,Unhealthy
9,116,56,38,5.05,70,25.6,Moderate
42,198,81,31,4.63,96,26.2,Unhealthy for Sensitive
122,318,125,57,6.5,139,36.9,Unhealthy
45,294,70,61,5.76,100,28.1,Unhealthy for Sensitive
9,47,23,14,0.66,26,22.6,Moderate
24,166,49,21,3.47,64,27.3,Moderate
300,450,144,99,9.15,140,29.5,Very Unhealthy
83,315,103,75,9.27,100,27.7,Unhealthy
42,151,72,46,5.72,88,27.6,Unhealthy for Sensitive
134,274,116,56,7.19,139,31.6,Very Unhealthy
69,283,101,69,7.1,124,33.3,Unhealthy
141,449,143,92,8.97,134,33.5,Very Unhealthy
24,94,73,30,1.52,47,22.7,Moderate
37,225,84,34,4.92,111,38.7,Unhealthy for Sensitive
251,434,150,96,9.59,150,35.9,Very Unhealthy
135,239,134,93,9.1,107,34.0,Unhealthy
167,439,150,80,8.54,150,41.4,Very Unhealthy
96,424,137,86,8.76,147,33.4,Very Unhealthy
28,83,41,24,4.19,66,28.9,Moderate
77,278,99,71,7.88,121,30.7,Unhealthy
5,41,37,16,1.74,45,26.8,Good
275,356,141,100,10.0,147,38.3,Very Unhealthy
162,296,115,67,6.39,102,34.4,Unhealthy
134,324,124,71,7.65,106,39.8,Unhealthy
49,176,75,54,6.64,61,29.2,Unhealthy for Sensitive
300,403,150,87,9.65,147,37.9,Very Unhealthy
16,115,68,18,3.38,50,24.1,Moderate
28,10,65,34,1.81,26,15.0,Moderate
139,349,117,86,7.71,121,32.2,Unhealthy
28,186,74,52,6.01,68,32.6,Unhealthy for Sensitive
15,40,5,7,3.05,33,19.4,Good
26,181,79,20,3.03,42,17.3,Moderate
112,257,121,82,8.69,98,28.9,Unhealthy
97,339,108,77,8.92,107,23.9,Unhealthy
47,193,84,59,6.52,65,31.4,Unhealthy for Sensitive
43,242,84,46,4.37,77,19.6,Unhealthy for Sensitive
18,47,68,25,2.69,52,27.1,Moderate
98,267,121,82,7.55,112,28.1,Unhealthy
27,100,46,33,2.27,51,25.4,Moderate
27,80,62,39,2.24,62,21.9,Moderate
129,391,110,65,8.63,135,33.6,Unhealthy
43,199,104,46,5.38,96,26.6,Unhealthy for Sensitive
32,88,32,21,3.02,46,26.1,Moderate
70,355,108,82,6.62,137,33.2,Unhealthy
63,159,65,52,6.13,76,29.8,Very Unhealthy
223,387,128,95,9.61,144,37.3,Very Unhealthy
11,28,36,20,1.65,54,15.0,Good
300,402,150,100,9.14,148,39.9,Very Unhealthy
300,438,132,92,9.06,133,36.6,Very Unhealthy
254,431,141,95,8.27,134,35.6,Very Unhealthy
116,302,96,59,6.91,135,31.1,Unhealthy
98,254,100,63,9.13,134,34.8,Unhealthy
33,175,61,24,2.96,53,22.7,Moderate
5,48,16,14,1.17,44,18.2,Good
36,245,79,41,6.62,59,26.1,Unhealthy for Sensitive
92,307,122,59,8.48,129,30.4,Unhealthy
78,314,111,64,6.68,142,35.1,Unhealthy
30,182,69,57,5.23,77,20.5,Unhealthy for Sensitive
146,236,85,83,5.87,141,34.2,Unhealthy
31,171,40,24,2.41,54,28.0,Moderate
300,430,139,93,8.43,137,33.6,Unhealthy
6,85,35,15,1.54,61,20.1,Moderate
5,42,39,5,1.84,69,29.6,Unhealthy
25,94,61,27,3.01,50,23.8,Moderate
39,231,93,43,5.28,89,26.7,Unhealthy for Sensitive
9,123,47,33,3.23,44,19.2,Moderate
37,229,81,55,5.18,88,22.7,Unhealthy for Sensitive
9,30,44,20,1.52,39,22.4,Good
104,315,100,68,7.53,97,29.6,Unhealthy
